num_single_quote_error,num_spacing_error,num_social_media_handles,num_urls_text,num_twitter_post_urls,number_of_hastags,num_of_absence_of_space_after_sentence_completion,num_capitalized_words,num_of_absence_capitalization_after_full_stop,num_of_words_of_pattern_2017word,num_mispelled_words,label
0,9,0,0,0,0,0,5,2,0,10,1
0,1,0,0,0,0,4,6,2,0,15,1
0,2,0,0,0,0,0,3,1,0,0,1
0,1,0,0,0,0,0,1,0,0,2,1
5,8,0,0,0,1,3,3,0,0,7,0
3,19,2,1,1,0,8,12,4,0,16,0
0,1,0,0,0,0,0,2,1,0,4,1
7,10,3,0,0,0,5,7,0,3,20,0
0,5,0,0,0,2,3,13,0,0,15,0
0,3,0,0,0,0,2,3,1,0,9,1
14,9,0,0,0,1,17,25,4,0,34,0
9,18,2,1,0,0,4,8,3,0,23,0
0,3,0,0,0,0,3,8,1,0,16,1
0,1,0,0,0,0,3,13,1,0,9,1
3,3,0,0,0,0,5,5,0,0,6,0
9,27,0,0,0,0,12,5,0,0,15,0
2,5,0,0,0,0,0,1,0,0,8,0
0,4,0,0,0,0,0,1,0,0,6,1
6,9,0,0,0,0,3,5,0,0,14,0
0,1,0,0,0,0,0,3,0,0,4,1
7,1,0,0,0,0,7,1,0,0,7,0
1,6,0,0,0,0,0,4,1,0,3,1
2,2,0,0,0,0,0,3,0,0,4,0
20,3,0,0,0,0,9,4,3,0,9,0
0,1,0,0,0,0,0,1,0,0,3,1
1,2,0,0,0,0,4,12,4,0,9,0
9,26,0,0,0,0,0,13,0,0,24,1
1,1,0,0,0,0,0,3,0,0,6,1
0,0,0,1,0,0,1,2,1,0,2,0
6,1,0,0,0,0,14,3,0,0,17,0
9,28,0,0,0,0,0,6,2,0,25,1
4,6,0,0,0,0,2,1,0,0,10,0
12,18,0,1,0,0,19,52,3,1,59,0
0,1,0,0,0,0,1,3,2,0,3,1
15,16,0,0,0,0,1,9,0,0,43,1
12,10,1,0,1,0,9,3,3,1,23,0
7,21,1,2,1,1,13,47,14,3,27,0
0,1,0,0,0,0,0,2,0,0,2,1
0,9,0,0,0,0,10,23,9,0,27,1
12,21,0,0,0,0,2,2,0,0,9,0
0,0,0,0,0,0,0,1,0,0,1,0
8,11,0,0,0,0,7,3,0,0,8,0
19,7,0,0,0,0,4,2,0,0,15,0
6,4,0,0,0,0,8,8,2,0,13,0
0,9,0,0,0,2,3,31,0,0,14,0
0,1,0,0,0,0,1,9,3,0,7,1
0,4,0,0,0,0,1,6,1,0,5,1
4,11,0,0,0,0,0,5,1,0,4,1
1,6,0,0,0,0,3,5,0,0,4,0
5,22,6,4,0,1,8,19,7,4,41,0
5,3,0,1,0,0,4,7,3,0,4,0
10,3,0,0,0,0,5,8,1,0,18,0
8,8,2,0,0,0,6,4,0,2,11,0
0,14,0,0,0,0,10,9,2,0,19,1
11,12,0,0,0,0,7,2,0,0,15,0
8,5,0,0,0,0,6,4,0,0,9,0
6,11,0,0,0,0,0,10,0,0,27,1
18,11,0,0,0,0,4,6,0,0,2,0
0,15,0,0,0,0,4,6,2,0,8,1
19,9,0,0,0,0,3,5,2,0,21,0
28,27,0,0,0,0,8,15,0,0,31,0
4,18,0,0,0,0,9,2,1,0,13,0
1,1,0,0,0,0,0,2,0,0,1,1
3,4,1,1,0,0,2,11,1,0,8,0
4,12,0,0,0,0,2,0,0,0,12,0
5,0,0,0,0,0,2,1,0,0,5,0
1,1,0,0,0,0,0,1,0,0,4,1
0,4,0,0,0,0,0,5,1,0,16,1
12,20,3,1,0,2,3,3,2,1,14,0
26,27,1,0,0,0,11,3,2,0,17,0
12,20,0,0,0,0,12,3,0,0,17,0
6,9,0,0,0,1,0,2,0,0,10,1
4,21,0,0,0,0,1,6,3,0,19,1
2,13,0,0,0,0,3,12,4,0,14,1
7,18,3,0,1,0,4,2,3,1,17,0
9,10,0,0,0,0,4,20,0,0,15,0
0,5,1,0,0,0,1,14,0,0,7,0
3,9,0,0,0,0,1,8,0,0,3,0
1,7,0,0,0,0,2,1,0,0,2,0
8,6,0,0,0,0,4,1,0,0,10,0
0,3,0,0,0,0,1,2,2,0,3,1
13,9,0,0,0,0,8,1,0,0,19,0
21,16,39,1,0,5,4,8,2,14,44,0
0,16,0,0,0,0,0,5,0,0,8,0
5,17,0,0,0,0,9,19,0,0,20,0
5,12,0,0,0,0,6,3,3,0,17,0
14,15,0,0,0,0,4,4,0,0,21,0
5,55,0,0,0,0,12,2,6,0,34,0
0,11,0,0,0,0,3,4,0,0,7,0
3,40,0,1,0,0,12,3,3,0,10,0
20,15,0,0,0,0,13,0,0,0,33,0
7,31,0,0,0,0,1,8,0,0,58,1
8,6,2,1,0,0,9,2,2,0,8,0
0,1,0,0,0,0,1,3,0,0,1,1
0,1,0,0,0,0,3,14,6,0,9,1
1,3,0,0,0,0,0,1,0,0,0,1
4,5,2,0,1,0,1,33,2,0,11,0
0,1,0,0,0,0,1,2,1,0,1,1
4,28,0,0,0,0,1,7,4,0,16,1
9,11,0,0,0,0,4,1,0,0,7,0
1,0,0,0,0,0,0,8,0,0,0,0
7,11,6,0,0,11,3,6,1,0,31,0
17,13,0,0,0,0,4,4,1,0,19,0
0,1,0,0,0,0,2,6,0,0,9,1
4,9,0,0,0,0,0,2,0,0,2,1
0,8,0,0,0,0,10,27,8,0,31,1
0,7,0,0,0,0,0,1,0,0,8,1
0,12,0,0,0,0,4,12,1,0,11,1
0,2,0,0,0,0,3,5,3,0,10,1
5,2,0,0,0,0,1,25,0,0,11,0
1,10,0,0,0,0,0,5,1,0,5,1
5,30,0,0,0,0,6,18,9,0,30,1
12,11,0,0,0,0,4,2,1,0,8,0
15,28,0,0,0,0,1,10,0,0,50,1
0,2,1,0,1,0,1,17,2,0,4,0
0,13,0,0,0,0,2,1,0,1,2,0
0,8,0,0,0,0,5,3,1,0,13,1
0,5,0,0,0,0,0,3,1,0,2,1
19,14,0,0,0,0,0,3,0,0,15,0
9,7,0,0,0,0,1,27,0,0,23,0
7,45,5,0,5,8,9,11,11,0,39,0
2,6,0,0,0,0,3,0,0,0,18,1
13,9,0,0,0,0,15,2,0,0,10,0
2,7,0,0,0,0,3,0,0,0,14,0
14,10,6,0,2,3,3,21,4,1,28,0
4,10,6,1,1,0,4,0,6,3,20,0
4,12,6,1,3,3,8,8,9,0,22,0
14,23,0,0,0,0,4,1,0,0,10,0
0,0,0,1,0,0,1,0,3,0,0,0
3,6,0,0,0,0,5,1,0,0,3,0
2,9,10,1,0,0,4,11,1,0,25,0
0,13,0,0,0,0,7,13,6,0,22,1
3,3,0,0,0,0,2,2,0,0,10,0
18,73,0,0,0,0,1,13,11,0,17,1
3,3,0,0,0,0,2,0,0,0,4,0
0,4,0,0,0,0,1,4,0,0,2,1
9,16,0,2,0,0,6,13,4,0,14,0
1,4,0,0,0,0,0,2,0,0,5,1
10,31,13,1,0,0,7,1,1,0,41,0
0,1,0,1,0,0,1,0,2,0,1,0
1,5,0,0,0,0,5,4,0,0,10,1
1,6,0,0,0,0,3,0,0,0,8,0
0,3,0,0,0,0,2,1,0,0,4,1
5,9,0,0,0,0,0,5,0,0,24,1
2,0,0,0,0,0,0,2,0,0,1,0
20,100,0,0,0,0,27,32,4,0,49,0
0,6,0,0,0,0,0,4,0,0,25,1
0,15,0,0,0,0,0,4,0,0,5,1
6,11,0,0,0,0,4,6,0,0,30,1
0,6,0,0,0,0,5,8,4,0,5,1
6,7,5,0,2,2,5,5,5,2,12,0
6,12,0,0,0,0,8,7,0,0,22,0
3,20,0,0,0,0,1,3,0,0,11,0
14,2,0,0,0,0,5,0,0,0,6,0
17,24,0,0,0,1,19,6,0,0,63,0
1,0,0,0,0,0,0,1,0,0,2,0
1,0,0,0,0,0,0,2,0,0,4,0
3,9,0,0,0,0,2,9,1,0,15,1
0,27,0,0,0,0,6,23,3,0,15,1
5,27,0,0,0,0,1,8,3,0,19,0
0,7,0,0,0,0,9,3,0,0,5,1
5,3,0,0,0,0,8,9,0,0,9,0
12,13,5,2,0,0,5,2,4,4,16,0
14,1,2,1,0,0,6,3,1,0,12,0
0,2,0,0,0,0,0,0,0,0,0,0
6,11,0,0,0,0,0,12,3,0,20,1
0,4,0,0,0,0,0,6,0,0,8,1
0,1,0,0,0,0,0,0,0,0,1,0
9,19,0,0,0,0,0,1,0,0,18,1
0,3,2,1,1,0,3,1,3,0,5,0
0,1,1,0,0,0,0,0,0,0,4,0
9,23,5,3,1,0,11,2,8,4,24,0
3,5,0,0,0,0,0,4,1,0,2,1
0,2,0,0,0,0,0,0,0,0,0,0
2,6,0,0,0,0,2,0,1,0,6,0
1,5,0,0,0,0,2,1,0,0,2,0
4,9,0,0,0,0,4,2,0,0,4,0
6,23,24,1,2,0,8,17,9,13,33,0
9,15,0,0,0,0,0,10,3,0,17,1
0,7,0,0,0,0,1,3,0,0,1,1
6,2,2,0,0,0,8,6,0,1,15,0
0,1,0,0,0,0,2,5,1,0,13,1
16,17,0,0,0,0,0,3,0,0,38,1
5,9,0,0,0,0,0,8,5,0,2,1
18,22,0,0,0,0,0,2,1,0,15,0
3,15,0,0,0,0,0,4,1,0,13,1
4,28,0,0,0,0,0,6,0,0,11,1
7,6,0,0,0,0,3,7,1,0,11,0
0,3,0,0,0,0,1,2,0,0,2,1
0,3,0,1,0,0,1,0,3,0,4,0
3,5,0,0,0,0,3,3,0,0,5,0
0,1,0,0,0,0,0,6,5,0,4,1
0,2,0,0,0,0,0,7,4,0,2,1
0,2,0,0,0,0,1,3,1,0,6,1
5,8,0,0,0,0,0,6,0,0,16,1
0,2,0,0,0,0,0,3,1,0,1,1
0,2,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,1,0,0,1,1
5,9,5,1,1,2,7,4,4,0,19,0
5,8,0,0,0,0,0,1,1,0,13,1
11,9,0,0,0,0,2,7,1,0,16,1
1,8,1,0,1,0,5,0,4,1,12,0
0,3,3,0,1,0,2,0,3,0,2,0
16,15,0,0,0,0,7,16,5,0,21,0
16,23,0,0,0,0,0,19,0,0,28,1
9,14,0,1,0,0,7,2,2,0,16,0
15,0,0,0,0,0,1,3,0,0,12,0
0,4,0,0,0,0,3,4,0,0,23,1
5,27,0,0,0,0,0,3,1,0,33,1
0,3,0,0,0,0,1,5,0,0,3,1
8,5,0,0,0,0,2,2,0,0,13,0
7,11,3,0,0,0,2,11,0,0,7,0
3,21,0,0,0,0,14,6,1,0,19,0
4,13,0,0,0,0,6,7,2,0,8,0
2,6,2,1,1,1,3,4,3,0,4,0
6,12,0,0,0,0,4,3,0,0,7,0
2,7,0,0,0,0,0,1,0,0,9,1
9,15,0,0,0,0,0,6,0,0,18,1
4,9,2,1,0,1,2,6,1,0,14,0
0,7,0,0,0,0,4,12,6,0,12,1
2,8,0,0,0,0,0,2,1,0,6,1
0,6,0,0,0,0,5,8,4,0,4,1
2,5,0,0,0,0,3,4,0,0,14,0
6,13,0,0,0,0,1,2,0,0,13,0
5,2,0,0,0,0,2,1,0,0,5,0
4,8,0,0,0,0,8,4,0,0,4,0
1,2,0,0,0,0,5,5,0,0,2,0
0,9,0,0,0,0,0,1,1,1,3,1
0,13,0,0,0,0,4,7,2,0,13,1
1,4,0,0,0,0,0,3,0,0,7,1
7,9,0,0,0,0,19,7,0,0,23,0
0,1,0,0,0,0,0,5,1,0,2,1
13,39,41,8,8,0,20,15,24,0,50,0
1,1,0,0,0,0,0,2,0,0,0,1
13,16,0,0,0,0,5,5,1,0,15,0
7,15,0,0,0,0,3,3,0,0,7,0
11,20,2,1,0,0,5,6,1,1,18,0
5,6,0,0,0,0,7,0,0,0,3,0
14,13,0,0,0,0,4,7,0,0,22,0
0,4,0,0,0,0,0,3,0,0,2,1
0,1,0,0,0,0,0,4,0,0,1,1
7,10,0,1,0,0,7,0,3,0,6,0
0,12,0,0,0,0,0,7,1,0,5,1
4,7,0,0,0,0,0,2,1,0,3,1
4,25,0,0,0,0,0,3,3,0,16,1
10,13,0,0,0,0,8,7,0,0,14,0
3,2,0,0,0,0,0,2,1,0,2,1
2,15,0,0,0,0,5,1,0,0,13,0
6,9,0,0,0,0,0,1,0,0,13,1
0,2,0,0,0,0,0,4,2,0,2,1
6,20,0,0,0,0,0,7,0,0,15,1
0,2,0,0,0,0,2,2,0,0,1,1
6,5,0,0,0,0,0,2,1,0,5,1
12,3,1,2,0,0,6,2,2,0,8,0
8,9,0,0,0,0,6,4,0,0,7,0
8,4,0,0,0,2,11,15,0,0,32,0
10,15,0,0,0,0,6,4,0,0,8,0
6,12,0,0,0,0,6,4,0,0,13,0
17,12,0,0,0,0,4,6,0,0,25,0
9,20,0,0,0,0,8,4,0,0,12,0
1,11,0,0,0,2,3,1,3,0,5,0
3,4,0,0,0,0,3,12,8,0,16,1
3,14,2,1,1,0,4,36,5,1,20,0
3,25,0,0,0,0,0,4,0,0,4,1
0,3,0,0,0,0,2,8,2,0,10,1
0,2,0,0,0,0,0,6,2,0,5,1
2,5,0,0,0,0,0,4,1,0,6,1
5,16,0,0,0,0,2,3,0,0,10,0
0,8,9,0,0,10,10,5,0,0,20,1
0,2,0,0,0,0,0,2,0,0,0,1
2,19,1,0,0,1,3,42,1,0,17,0
4,19,0,0,0,0,7,6,2,0,7,0
6,3,0,0,0,0,8,4,2,0,11,0
0,2,0,0,0,0,0,0,0,0,0,0
0,14,0,0,0,0,5,19,9,0,13,1
2,3,0,0,0,0,0,1,1,0,2,1
0,10,0,0,0,0,8,9,1,0,23,1
6,18,0,0,0,0,3,5,0,0,20,0
0,2,0,0,0,0,1,5,1,0,11,1
3,8,0,0,0,0,1,1,0,0,6,0
0,10,0,0,0,0,6,3,1,0,11,1
5,14,0,0,0,0,7,3,1,0,15,0
0,2,0,0,0,0,0,5,2,0,11,1
0,7,0,0,0,0,9,13,2,0,32,1
0,3,0,0,0,0,0,2,0,0,4,1
0,2,0,0,0,0,1,6,0,0,2,1
4,1,0,0,0,0,5,2,1,0,5,0
12,3,3,1,0,1,2,5,2,0,12,0
7,6,0,0,0,1,8,4,0,0,11,0
0,12,0,0,0,0,0,7,2,0,9,1
6,12,0,0,0,0,1,10,1,0,13,1
2,20,0,0,0,0,2,9,0,0,20,1
0,2,0,0,0,0,6,4,1,0,11,1
5,10,0,0,0,0,11,7,0,0,20,0
5,5,2,0,0,0,9,3,0,1,7,0
1,3,0,0,0,0,0,3,0,0,3,1
2,3,0,0,0,0,2,5,0,0,10,0
1,6,0,0,0,0,0,1,0,0,8,1
1,1,0,0,0,0,3,2,0,0,3,1
2,19,1,0,0,1,3,42,1,0,17,0
1,9,3,2,2,2,7,9,10,3,9,0
0,2,0,0,0,0,0,2,0,0,3,1
0,1,0,0,0,0,0,3,0,0,1,1
14,20,0,0,0,0,8,3,0,0,11,0
6,9,0,0,0,0,0,17,0,0,31,1
14,13,0,0,0,0,6,100,0,1,4,0
19,16,1,0,0,1,10,8,10,0,22,0
19,9,0,0,0,0,4,7,0,0,8,0
0,1,0,0,0,0,0,3,0,0,7,1
0,4,0,0,0,0,4,3,3,0,7,1
8,8,0,0,0,2,5,1,0,0,10,0
0,9,0,0,0,0,2,2,1,0,14,1
4,6,0,0,0,0,1,5,0,1,4,1
5,6,2,0,1,1,5,0,2,1,3,0
10,10,0,0,0,0,9,5,0,0,7,0
0,2,0,0,0,0,3,10,7,0,16,1
1,3,0,0,0,0,0,2,0,0,3,1
0,5,0,0,0,0,3,4,1,1,12,1
0,2,0,0,0,0,0,0,0,0,0,0
1,3,0,0,0,0,2,4,0,0,0,0
1,0,0,0,0,0,0,1,0,0,3,0
5,17,0,0,0,0,2,3,1,0,5,0
0,4,0,0,0,0,7,10,4,0,14,1
0,3,0,0,0,0,0,3,1,0,6,1
2,1,0,1,0,0,1,4,2,0,3,0
10,2,0,0,0,0,17,9,0,0,15,0
0,1,0,0,0,0,0,5,2,0,5,1
4,19,0,0,0,0,5,1,1,0,7,0
6,25,0,0,0,0,3,6,0,0,11,0
11,7,0,0,0,0,6,0,0,0,6,0
0,2,0,0,0,0,0,3,0,0,4,1
0,1,0,0,0,0,0,8,3,0,10,1
0,1,0,0,0,0,2,5,0,0,4,1
4,1,0,0,0,0,0,1,0,0,3,0
0,1,0,0,0,0,6,7,1,0,19,1
5,2,0,0,0,0,11,1,1,0,7,0
5,39,0,0,0,0,0,13,1,0,20,1
0,2,0,0,0,0,1,4,1,0,1,1
3,1,0,0,0,0,0,0,0,0,0,0
0,10,0,0,0,0,0,3,0,0,6,0
0,4,0,0,0,0,1,16,2,0,18,1
1,1,0,0,0,0,0,2,0,0,2,1
6,0,0,0,0,2,7,1,10,0,13,0
0,1,0,0,0,0,1,6,1,0,10,1
11,7,1,1,0,0,4,2,2,0,8,0
7,17,7,0,2,0,5,1,6,0,18,0
5,7,0,0,0,0,1,5,0,0,12,1
7,11,0,0,0,0,2,7,2,0,12,1
0,2,0,0,0,0,4,2,0,0,7,0
1,10,0,0,0,0,1,2,0,0,14,1
11,19,0,0,0,0,3,3,0,0,10,1
0,4,0,0,0,0,4,9,2,0,11,1
17,34,1,0,1,0,22,22,3,2,81,0
5,4,0,0,0,0,4,39,0,0,20,0
7,15,0,0,0,0,6,1,0,0,9,0
0,12,0,0,0,0,1,6,1,0,8,1
6,19,0,0,0,0,0,6,4,0,10,1
5,8,0,0,0,0,8,1,1,0,10,0
6,16,0,0,0,0,16,12,3,0,25,0
12,7,0,0,0,0,0,16,0,0,12,0
10,5,0,0,0,0,8,1,0,0,24,0
0,1,0,0,0,0,3,1,0,0,4,1
2,5,0,0,0,0,3,6,0,0,5,0
4,5,0,0,0,0,0,2,0,0,1,1
4,16,0,0,0,0,0,2,1,0,14,1
0,4,0,0,0,0,2,4,0,0,9,1
3,12,0,0,0,0,0,1,0,0,12,1
16,12,0,0,0,0,3,8,0,0,13,0
1,13,0,0,0,0,1,12,3,0,26,1
6,22,0,0,0,0,0,12,0,0,31,1
11,16,0,0,0,0,3,2,1,0,9,0
7,12,0,0,0,0,2,0,0,0,13,0
5,2,0,0,0,0,13,2,0,0,3,0
15,45,0,0,0,0,1,11,3,0,34,1
3,5,0,0,0,0,1,1,0,0,4,0
0,1,0,0,0,0,0,0,0,0,1,0
2,19,0,0,0,0,0,20,0,0,15,1
10,10,0,0,0,0,2,15,0,0,22,0
0,7,0,0,0,0,4,3,1,1,9,1
0,2,0,0,0,0,1,2,1,0,4,1
2,7,0,0,0,0,5,4,0,0,9,0
8,17,0,0,0,0,4,4,0,0,17,0
0,5,0,0,0,0,5,3,1,0,9,1
1,1,1,0,1,0,1,0,3,0,2,0
8,2,0,0,0,0,5,1,0,0,14,0
4,6,0,0,0,0,3,0,0,0,9,0
1,3,0,0,0,0,0,1,1,0,2,1
2,1,0,0,0,0,0,1,0,0,3,1
10,32,0,0,0,0,0,4,0,0,15,1
0,20,0,0,0,0,0,33,16,0,46,1
2,20,0,0,0,0,0,4,1,0,11,1
0,1,0,0,0,0,0,5,1,0,8,1
1,6,0,0,0,0,2,33,0,0,16,0
0,14,0,0,0,0,0,4,2,0,9,1
2,7,0,0,0,0,0,4,0,0,11,1
0,17,0,0,0,0,3,5,1,0,16,1
0,2,0,0,0,0,0,18,3,0,8,1
5,20,1,0,0,3,1,46,0,0,16,0
1,7,0,0,0,0,1,5,2,0,5,1
4,19,0,0,0,0,6,0,0,0,5,0
0,2,0,0,0,0,0,0,0,0,0,0
3,18,0,0,0,0,0,5,0,0,16,1
3,1,0,0,0,0,7,4,0,1,2,0
0,1,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,4,1,0,13,1
1,3,0,0,0,0,4,2,0,0,5,0
0,5,0,0,0,0,0,7,1,0,4,1
5,10,0,0,0,0,1,1,0,0,6,0
35,11,0,0,0,0,6,13,0,0,12,0
6,20,0,0,0,0,4,1,0,0,7,0
0,2,0,0,0,0,3,5,0,0,2,1
4,6,0,0,0,0,2,7,1,0,4,0
3,10,0,0,0,0,8,2,0,0,8,0
3,15,9,1,1,1,5,6,4,6,27,0
4,12,0,0,0,0,0,6,4,0,12,1
8,15,0,0,0,0,0,10,0,0,41,1
1,4,0,0,0,0,3,0,0,0,2,0
11,21,0,0,0,0,1,3,0,0,21,1
2,7,1,0,1,0,18,6,4,1,12,0
0,5,0,0,0,0,0,5,3,0,15,1
7,10,0,0,0,0,4,8,0,0,20,0
1,1,0,0,0,0,0,4,0,0,4,1
0,5,0,0,0,0,9,11,6,0,11,1
0,1,0,0,0,0,0,2,0,0,1,1
16,42,0,0,0,0,7,22,1,0,68,0
11,34,0,0,0,0,1,3,2,0,32,1
0,5,0,0,0,0,1,2,0,0,0,1
1,3,0,0,0,0,0,2,1,0,9,1
3,8,0,0,0,0,3,4,0,0,9,0
29,39,0,0,0,0,19,27,1,1,41,0
0,3,0,0,0,0,3,27,5,0,43,1
5,3,0,0,0,0,11,11,0,0,11,0
2,16,4,3,2,3,6,2,10,4,15,0
9,19,0,0,0,0,0,8,0,0,9,1
0,16,0,0,0,0,2,4,3,0,6,1
5,7,1,0,0,0,6,5,2,1,11,0
7,14,0,0,0,0,8,3,0,0,12,0
0,9,6,0,0,0,7,35,7,0,22,1
1,6,0,0,0,0,0,6,1,0,7,1
3,22,0,0,0,0,0,15,0,0,36,1
0,1,0,0,0,0,1,3,1,0,1,1
11,8,0,0,0,0,3,2,1,0,7,0
1,18,0,0,0,0,6,2,1,0,13,0
0,2,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,1,1,3,0,3,0
0,9,0,0,0,0,0,3,0,0,8,1
4,12,0,0,0,0,3,3,0,0,8,0
11,7,0,0,0,0,4,2,0,0,3,0
0,9,0,0,0,0,3,15,5,0,16,1
0,1,0,0,0,0,0,3,1,0,1,1
12,19,1,1,0,0,10,0,2,0,39,0
0,4,0,0,0,0,0,2,0,0,0,1
0,3,0,0,0,0,1,2,0,0,2,1
4,15,0,0,0,0,6,15,0,0,15,0
0,8,0,0,0,0,1,2,1,0,2,1
0,1,0,0,0,0,3,4,0,0,10,0
17,8,0,0,0,0,4,9,0,0,5,0
0,18,0,0,0,0,7,2,0,0,16,1
3,13,0,0,0,0,0,1,1,0,2,1
0,15,0,0,0,0,1,7,3,0,23,1
0,2,0,0,0,0,0,2,0,0,0,1
6,14,0,0,0,0,2,4,0,1,7,1
0,3,0,0,0,0,0,0,0,0,1,0
0,3,0,0,0,0,0,0,0,0,1,0
7,13,0,0,0,0,2,6,1,0,16,1
0,25,0,0,0,0,0,14,2,0,24,1
13,17,0,0,0,0,6,0,1,0,14,0
4,3,1,0,1,1,8,2,7,0,25,0
8,14,0,0,0,0,0,3,0,0,25,1
2,4,0,0,0,0,0,1,0,0,1,1
12,22,0,0,0,0,0,13,8,0,11,1
6,25,23,0,4,1,14,8,9,10,45,0
13,17,1,0,0,0,8,5,0,0,12,0
0,3,0,0,0,0,3,4,1,0,2,1
0,2,0,0,0,0,0,0,0,0,0,0
12,25,0,0,0,0,2,5,2,0,51,1
0,1,0,0,0,0,0,5,1,0,10,1
0,1,0,0,0,0,0,2,0,0,3,1
4,2,0,1,0,0,1,3,1,0,5,0
8,20,0,0,0,0,1,2,0,0,41,1
5,9,4,2,3,3,8,2,11,4,27,0
10,22,0,0,0,0,0,1,0,0,32,1
6,13,0,0,0,0,8,8,0,0,15,0
46,44,0,0,0,0,8,8,0,2,23,0
0,11,0,0,0,0,1,6,1,0,8,1
0,5,0,0,0,0,1,3,0,0,6,1
10,12,0,0,0,0,11,29,1,0,22,0
0,1,0,0,0,0,0,5,1,0,5,1
5,8,0,0,0,0,0,13,4,0,8,1
1,1,0,0,0,1,3,14,0,0,16,0
5,1,0,0,0,0,9,2,0,0,4,0
1,3,0,0,0,0,0,3,1,0,4,1
0,1,0,0,0,0,1,1,0,0,0,1
8,18,3,3,0,0,11,4,4,2,23,0
8,18,0,0,0,0,0,4,0,0,25,1
9,12,0,0,0,0,3,4,0,0,11,0
18,16,2,4,0,2,11,8,4,0,28,0
4,1,0,0,0,0,12,0,0,1,7,0
4,9,0,0,0,0,0,2,0,0,10,1
15,4,0,0,0,0,5,1,0,0,15,0
15,2,0,0,0,0,3,5,0,0,13,0
0,11,0,0,0,0,3,11,3,0,11,1
0,3,0,0,0,0,5,9,1,0,16,1
19,33,1,0,0,0,14,30,0,0,62,0
12,18,0,0,0,0,6,3,0,0,6,0
5,16,0,0,0,0,0,13,0,0,11,1
15,24,0,0,0,0,0,9,0,0,49,1
4,4,0,0,0,0,4,0,0,0,4,0
7,7,1,0,1,0,4,2,3,1,6,0
8,13,0,0,0,0,8,1,0,0,6,0
16,30,0,0,0,0,4,2,0,1,16,0
0,3,0,0,0,0,1,0,0,0,2,0
0,5,0,0,0,0,1,2,0,0,9,0
0,8,0,0,0,0,8,23,1,0,25,1
1,2,0,0,0,0,2,3,2,0,2,0
5,6,0,0,0,0,5,8,0,0,8,0
0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,0,1,6,2,0,6,1
2,2,0,0,0,0,7,6,0,0,4,0
6,9,0,0,0,0,0,2,0,0,16,1
14,39,1,0,0,0,9,26,1,0,34,0
1,8,1,0,1,0,9,9,4,0,12,0
0,2,0,0,0,0,2,6,1,0,12,1
3,9,2,2,0,2,11,5,3,0,18,0
3,11,0,0,0,0,3,0,0,0,10,0
0,4,0,0,0,0,2,1,0,0,1,1
8,6,0,0,0,0,6,3,0,0,9,0
0,18,4,0,0,0,8,26,5,0,18,1
6,15,1,0,1,0,6,6,2,0,20,0
3,4,0,0,0,0,0,6,0,0,13,1
0,8,0,0,0,0,1,5,1,0,19,1
8,14,0,0,0,0,8,1,1,0,12,0
12,12,0,0,0,0,16,8,1,0,13,0
3,12,0,0,0,0,11,0,0,0,8,0
3,23,9,0,0,0,0,13,3,0,28,0
0,4,0,0,0,0,0,10,0,0,12,0
7,24,37,1,6,0,18,20,17,0,34,0
2,0,0,0,0,0,5,0,0,0,5,0
4,8,0,0,0,3,4,15,0,0,8,0
6,9,0,0,0,0,19,24,1,0,15,0
1,6,0,0,0,0,0,10,0,0,32,1
0,2,0,0,0,0,0,3,0,0,2,1
6,3,0,0,0,0,3,1,0,0,9,0
9,14,2,1,0,0,7,2,1,0,16,0
6,7,0,0,0,0,5,1,0,0,10,0
0,1,0,0,0,0,3,3,0,0,12,1
8,24,0,0,0,0,4,8,0,0,21,0
0,6,0,0,0,0,2,7,2,0,16,1
0,2,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,1,2,0,0,1,0
0,1,0,0,0,0,0,8,0,0,6,1
0,5,0,0,0,0,3,3,1,0,4,1
4,5,0,0,0,0,5,4,0,0,11,0
1,3,0,0,0,0,0,3,1,0,1,1
5,10,0,0,0,0,6,3,3,0,7,0
7,2,0,0,0,0,7,1,1,0,7,0
0,1,0,0,0,0,0,4,2,0,14,1
2,7,0,0,0,0,0,5,3,0,9,1
0,3,0,0,0,0,3,10,2,0,9,1
0,1,0,0,0,0,3,10,5,0,9,1
2,6,0,0,0,0,2,3,0,0,19,1
0,5,0,0,0,0,0,10,1,0,9,1
0,1,0,0,0,0,0,3,2,0,6,1
3,8,4,1,1,1,11,3,3,0,13,0
2,13,0,0,0,0,0,4,0,0,13,0
6,18,0,0,0,0,1,0,0,0,6,0
13,22,0,0,0,0,0,5,2,0,17,1
20,29,0,0,0,0,5,7,2,0,9,0
0,1,0,0,0,0,1,5,3,0,1,1
7,21,1,0,1,0,6,0,2,1,4,0
4,3,0,0,0,0,0,2,1,0,11,1
3,16,0,0,0,0,0,3,1,0,3,1
4,10,0,0,0,0,2,6,1,0,10,1
7,0,0,0,0,0,7,0,2,0,5,0
1,5,0,0,0,0,0,0,0,0,3,0
4,14,0,0,0,0,1,0,1,0,4,0
1,14,0,0,0,0,4,2,0,0,13,0
9,19,0,0,0,0,0,2,0,0,8,1
